"resp.id";"ques";"alt";"Price";"RAM";"Memory";"Processor";"Weight";"ScreenSize";"choice"
1;10;2;"2";"8GB";"512GB";"i7";"1kg";"13";0
1;10;3;"1";"4GB";"512GB";"i5";"0.8kg";"14";0
1;10;4;"1.5";"32GB";"126GB";"i7";"1.2kg";"16";1
1;11;1;"1.5";"16GB";"126GB";"i5";"0.8kg";"12";0
1;11;2;"1";"8GB";"256GB";"i5";"1.2kg";"14";1
1;11;3;"1.5";"8GB";"512GB";"i9";"0.8kg";"14";0
1;11;4;"0.7";"8GB";"512GB";"i7";"0.8kg";"12";0
1;12;1;"0.7";"4GB";"512GB";"i5";"1.2kg";"12";0
1;12;2;"1";"8GB";"1T";"i7";"1.2kg";"14";1
1;12;3;"0.7";"8GB";"512GB";"i3";"0.8kg";"12";0
1;12;4;"2";"4GB";"126GB";"i9";"1.2kg";"12";0
1;13;1;"0.7";"4GB";"126GB";"i7";"1.5kg";"16";0
1;13;2;"2";"32GB";"1T";"i7";"1.5kg";"16";0
1;13;3;"1";"8GB";"1T";"i3";"1.5kg";"14";1
1;13;4;"0.7";"32GB";"256GB";"i9";"0.8kg";"12";0
1;14;1;"1.5";"8GB";"126GB";"i3";"0.8kg";"14";0
1;14;2;"1";"32GB";"1T";"i3";"0.8kg";"13";1
1;14;3;"2";"8GB";"1T";"i9";"1.5kg";"14";0
1;14;4;"0.7";"32GB";"1T";"i7";"1.5kg";"13";0
1;15;1;"1";"16GB";"256GB";"i5";"1kg";"12";0
1;15;2;"0.7";"8GB";"512GB";"i9";"0.8kg";"14";1
1;15;3;"2";"16GB";"512GB";"i9";"1kg";"12";0
1;15;4;"2";"16GB";"512GB";"i5";"1.5kg";"16";0
1;16;1;"1.5";"8GB";"256GB";"i3";"1.5kg";"13";0
1;16;2;"1";"4GB";"1T";"i5";"0.8kg";"12";1
1;16;3;"1.5";"16GB";"126GB";"i7";"1.5kg";"14";0
1;16;4;"0.7";"32GB";"256GB";"i3";"0.8kg";"14";0
1;17;1;"2";"16GB";"512GB";"i7";"1kg";"14";0
1;17;2;"1";"4GB";"1T";"i5";"1.2kg";"12";0
1;17;3;"1";"32GB";"256GB";"i7";"1.5kg";"13";0
1;17;4;"2";"8GB";"126GB";"i3";"1kg";"14";1
1;18;1;"0.7";"8GB";"1T";"i5";"1.2kg";"16";1
1;18;2;"0.7";"16GB";"1T";"i5";"1.2kg";"16";0
1;18;3;"1";"4GB";"1T";"i3";"1kg";"13";0
1;18;4;"1";"8GB";"512GB";"i3";"1.2kg";"13";0
1;19;1;"0.7";"32GB";"256GB";"i9";"1.5kg";"13";0
1;19;2;"1";"8GB";"126GB";"i7";"1.2kg";"16";1
1;19;3;"1.5";"8GB";"1T";"i9";"1.5kg";"16";0
1;19;4;"2";"8GB";"256GB";"i9";"1kg";"14";0
1;20;1;"1";"8GB";"126GB";"i3";"1kg";"14";1
1;20;2;"1.5";"4GB";"126GB";"i5";"1.2kg";"14";0
1;20;3;"1";"8GB";"512GB";"i9";"1.2kg";"13";0
1;20;4;"0.7";"16GB";"1T";"i3";"0.8kg";"14";0
1;21;1;"2";"4GB";"1T";"i7";"1.2kg";"14";1
1;21;2;"1.5";"16GB";"256GB";"i3";"0.8kg";"12";0
1;21;3;"2";"16GB";"256GB";"i9";"1.5kg";"14";0
1;21;4;"0.7";"8GB";"256GB";"i5";"0.8kg";"14";0
1;22;1;"2";"8GB";"126GB";"i9";"1.2kg";"13";0
1;22;2;"1.5";"16GB";"1T";"i5";"1.5kg";"13";0
1;22;3;"0.7";"8GB";"256GB";"i7";"1kg";"14";1
1;22;4;"1";"16GB";"126GB";"i9";"0.8kg";"14";0
1;23;1;"1";"16GB";"126GB";"i5";"1.5kg";"12";0
1;23;2;"1";"32GB";"512GB";"i7";"0.8kg";"14";0
1;23;3;"2";"32GB";"256GB";"i7";"0.8kg";"12";0
1;23;4;"0.7";"8GB";"1T";"i3";"1.5kg";"14";1
1;24;1;"2";"8GB";"126GB";"i3";"0.8kg";"12";1
1;24;2;"2";"8GB";"512GB";"i3";"1.5kg";"16";0
1;24;3;"2";"32GB";"256GB";"i3";"1.2kg";"14";0
1;24;4;"0.7";"32GB";"126GB";"i9";"1kg";"13";0
1;25;1;"1";"32GB";"256GB";"i9";"1.5kg";"14";0
1;25;2;"1.5";"16GB";"1T";"i5";"1.2kg";"14";0
1;25;3;"1";"16GB";"1T";"i3";"0.8kg";"13";1
1;25;4;"1";"4GB";"126GB";"i9";"1.5kg";"14";0
2;26;1;"0.7";"32GB";"256GB";"i5";"1.2kg";"13";0
2;26;2;"0.7";"4GB";"1T";"i5";"1.2kg";"16";1
2;26;3;"2";"16GB";"256GB";"i7";"1.5kg";"12";0
2;26;4;"1.5";"32GB";"126GB";"i9";"1.2kg";"16";0
2;27;1;"2";"4GB";"512GB";"i5";"1kg";"16";1
2;27;2;"1";"8GB";"256GB";"i5";"0.8kg";"13";0
2;27;3;"0.7";"8GB";"512GB";"i3";"0.8kg";"12";0
2;27;4;"0.7";"32GB";"512GB";"i9";"1kg";"16";0
2;28;1;"1.5";"8GB";"256GB";"i5";"1.2kg";"12";0
2;28;2;"1.5";"16GB";"256GB";"i5";"0.8kg";"16";0
2;28;3;"2";"16GB";"256GB";"i5";"0.8kg";"12";0
2;28;4;"1";"8GB";"126GB";"i9";"0.8kg";"14";1
2;29;1;"0.7";"32GB";"256GB";"i7";"1kg";"13";0
2;29;2;"0.7";"32GB";"126GB";"i9";"1.2kg";"14";0
2;29;3;"1";"32GB";"1T";"i3";"1.2kg";"16";1
2;29;4;"1.5";"32GB";"256GB";"i7";"1.2kg";"14";0
2;30;1;"1";"4GB";"256GB";"i9";"1.2kg";"12";0
2;30;2;"2";"4GB";"1T";"i3";"1.2kg";"12";1
2;30;3;"1";"8GB";"1T";"i3";"0.8kg";"13";0
2;30;4;"2";"16GB";"126GB";"i7";"1kg";"12";0
2;31;1;"1";"4GB";"1T";"i5";"1.2kg";"13";1
2;31;2;"1.5";"4GB";"126GB";"i9";"1.2kg";"12";0
2;31;3;"1";"8GB";"512GB";"i9";"1.5kg";"12";0
2;31;4;"1.5";"4GB";"1T";"i7";"1kg";"16";0
2;32;1;"2";"16GB";"512GB";"i7";"1.5kg";"12";0
2;32;2;"1";"4GB";"1T";"i5";"1.2kg";"12";0
2;32;3;"1";"32GB";"1T";"i5";"1.2kg";"16";1
2;32;4;"2";"16GB";"256GB";"i9";"0.8kg";"13";0
2;33;1;"1.5";"32GB";"512GB";"i7";"0.8kg";"16";0
2;33;2;"2";"4GB";"256GB";"i7";"0.8kg";"14";0
2;33;3;"2";"8GB";"1T";"i3";"0.8kg";"13";1
2;33;4;"1.5";"4GB";"126GB";"i5";"1.5kg";"12";0
2;34;1;"1";"8GB";"1T";"i7";"1kg";"16";1
2;34;2;"1";"32GB";"1T";"i9";"1kg";"14";0
2;34;3;"2";"8GB";"256GB";"i7";"0.8kg";"13";0
2;34;4;"1";"16GB";"512GB";"i7";"1.2kg";"14";0
2;35;1;"1";"4GB";"126GB";"i3";"1.2kg";"16";0
2;35;2;"0.7";"32GB";"1T";"i5";"1kg";"13";0
2;35;3;"1";"16GB";"256GB";"i7";"0.8kg";"12";0
2;35;4;"0.7";"8GB";"1T";"i3";"0.8kg";"13";1
2;36;1;"1.5";"32GB";"1T";"i9";"1kg";"16";0
2;36;2;"1.5";"8GB";"256GB";"i7";"0.8kg";"14";1
2;36;3;"2";"4GB";"512GB";"i9";"0.8kg";"12";0
2;36;4;"1.5";"16GB";"256GB";"i9";"1kg";"13";0
2;37;1;"1";"16GB";"126GB";"i3";"1.2kg";"14";0
2;37;2;"2";"4GB";"1T";"i3";"1.5kg";"13";1
2;37;3;"1.5";"16GB";"1T";"i3";"1.5kg";"12";0
2;37;4;"1";"8GB";"512GB";"i5";"0.8kg";"16";0
2;38;1;"0.7";"32GB";"512GB";"i5";"1kg";"14";0
2;38;2;"1.5";"4GB";"1T";"i7";"1kg";"12";1
2;38;3;"1";"8GB";"256GB";"i5";"1.2kg";"12";0
2;38;4;"1.5";"32GB";"1T";"i3";"1kg";"12";0
2;39;1;"1.5";"4GB";"1T";"i5";"0.8kg";"13";1
2;39;2;"1.5";"4GB";"126GB";"i7";"1.2kg";"16";0
2;39;3;"1";"4GB";"512GB";"i5";"1.2kg";"14";0
2;39;4;"2";"4GB";"126GB";"i7";"0.8kg";"16";0
2;40;1;"2";"8GB";"1T";"i3";"1kg";"14";1
2;40;2;"1.5";"8GB";"512GB";"i5";"1.2kg";"12";0
2;40;3;"1.5";"32GB";"512GB";"i9";"1.2kg";"14";0
2;40;4;"2";"16GB";"512GB";"i5";"1kg";"16";0
2;41;1;"1";"4GB";"512GB";"i3";"0.8kg";"16";0
2;41;2;"2";"4GB";"512GB";"i7";"1.5kg";"16";0
2;41;3;"1.5";"4GB";"256GB";"i7";"1.2kg";"13";0
2;41;4;"1.5";"32GB";"256GB";"i3";"1kg";"14";1
2;42;1;"2";"16GB";"256GB";"i5";"1.2kg";"14";1
2;42;2;"2";"16GB";"256GB";"i9";"1.2kg";"16";0
2;42;3;"1";"16GB";"126GB";"i3";"1kg";"13";0
2;42;4;"0.7";"4GB";"126GB";"i5";"1.5kg";"16";0
2;43;1;"2";"8GB";"256GB";"i3";"1.5kg";"14";1
2;43;2;"2";"16GB";"126GB";"i3";"1kg";"12";0
2;43;3;"2";"32GB";"126GB";"i9";"1kg";"13";0
2;43;4;"1";"4GB";"256GB";"i5";"1kg";"12";0
2;44;1;"2";"4GB";"256GB";"i5";"1kg";"12";0
2;44;2;"1";"8GB";"512GB";"i5";"1.5kg";"13";0
2;44;3;"0.7";"4GB";"126GB";"i3";"1.2kg";"16";1
2;44;4;"2";"32GB";"126GB";"i7";"1.5kg";"14";0
2;45;1;"0.7";"32GB";"1T";"i7";"1.2kg";"12";1
2;45;2;"0.7";"4GB";"126GB";"i5";"0.8kg";"13";0
2;45;3;"2";"16GB";"512GB";"i9";"1kg";"14";0
2;45;4;"0.7";"32GB";"1T";"i3";"1kg";"12";0
2;46;1;"1.5";"16GB";"126GB";"i7";"1.5kg";"14";0
2;46;2;"1.5";"32GB";"126GB";"i7";"0.8kg";"13";0
2;46;3;"1.5";"8GB";"256GB";"i5";"1kg";"16";0
2;46;4;"1.5";"16GB";"1T";"i7";"0.8kg";"14";1
2;47;1;"0.7";"8GB";"1T";"i9";"0.8kg";"16";1
2;47;2;"1.5";"16GB";"512GB";"i9";"0.8kg";"13";0
2;47;3;"1";"8GB";"512GB";"i3";"1.5kg";"16";0
2;47;4;"1.5";"16GB";"126GB";"i5";"1.5kg";"16";0
2;48;1;"2";"16GB";"126GB";"i7";"1.2kg";"13";0
2;48;2;"1.5";"32GB";"126GB";"i9";"0.8kg";"12";0
2;48;3;"0.7";"4GB";"1T";"i9";"1.5kg";"14";1
2;48;4;"1";"16GB";"126GB";"i5";"1.5kg";"16";0
2;49;1;"1.5";"32GB";"126GB";"i7";"1kg";"14";0
2;49;2;"1.5";"32GB";"1T";"i7";"1.2kg";"12";1
2;49;3;"1";"4GB";"1T";"i9";"0.8kg";"13";0
2;49;4;"1";"8GB";"126GB";"i3";"0.8kg";"12";0
2;50;1;"1";"16GB";"126GB";"i5";"0.8kg";"16";0
2;50;2;"1";"8GB";"1T";"i9";"1.5kg";"16";0
2;50;3;"2";"8GB";"256GB";"i9";"1.5kg";"14";0
2;50;4;"1.5";"4GB";"512GB";"i9";"1.2kg";"14";1
3;51;1;"2";"32GB";"126GB";"i5";"1kg";"12";0
3;51;2;"1.5";"16GB";"126GB";"i5";"1.2kg";"12";0
3;51;3;"0.7";"4GB";"1T";"i9";"0.8kg";"13";0
3;51;4;"1";"4GB";"1T";"i3";"0.8kg";"13";1
3;52;1;"0.7";"32GB";"256GB";"i5";"1.5kg";"13";0
3;52;2;"0.7";"32GB";"512GB";"i5";"0.8kg";"13";1
3;52;3;"0.7";"4GB";"512GB";"i7";"0.8kg";"14";0
3;52;4;"2";"4GB";"1T";"i9";"1.2kg";"12";0
3;53;1;"2";"8GB";"1T";"i3";"0.8kg";"13";0
3;53;2;"1";"4GB";"512GB";"i3";"1.2kg";"16";0
3;53;3;"1";"8GB";"256GB";"i5";"1.2kg";"14";1
3;53;4;"1";"8GB";"512GB";"i9";"1.2kg";"14";0
3;54;1;"2";"4GB";"512GB";"i3";"1.5kg";"12";0
3;54;2;"0.7";"8GB";"126GB";"i5";"1kg";"12";1
3;54;3;"2";"8GB";"512GB";"i5";"1.2kg";"16";0
3;54;4;"1.5";"16GB";"126GB";"i7";"1.2kg";"12";0
3;55;1;"1.5";"16GB";"126GB";"i5";"1.5kg";"12";0
3;55;2;"1.5";"16GB";"512GB";"i9";"1kg";"14";0
3;55;3;"1";"16GB";"126GB";"i3";"1kg";"13";1
3;55;4;"1";"8GB";"256GB";"i9";"1kg";"13";0
3;56;1;"1.5";"16GB";"126GB";"i7";"1.5kg";"14";0
3;56;2;"1";"8GB";"1T";"i5";"1.2kg";"14";1
3;56;3;"1.5";"16GB";"512GB";"i5";"0.8kg";"14";0
3;56;4;"1.5";"16GB";"512GB";"i3";"0.8kg";"14";0
3;57;1;"1.5";"32GB";"1T";"i3";"0.8kg";"12";0
3;57;2;"2";"16GB";"512GB";"i5";"1kg";"12";0
3;57;3;"1";"4GB";"512GB";"i3";"1kg";"13";1
3;57;4;"2";"8GB";"256GB";"i9";"1kg";"14";0
3;58;1;"1.5";"32GB";"126GB";"i5";"1.5kg";"14";0
3;58;2;"2";"8GB";"256GB";"i7";"1.2kg";"12";0
3;58;3;"1.5";"8GB";"126GB";"i7";"1.2kg";"12";1
3;58;4;"2";"16GB";"512GB";"i3";"1kg";"12";0
3;59;1;"1.5";"16GB";"256GB";"i7";"1.2kg";"16";0
3;59;2;"0.7";"32GB";"1T";"i7";"1.5kg";"16";0
3;59;3;"0.7";"8GB";"1T";"i5";"1kg";"13";1
3;59;4;"1";"32GB";"256GB";"i7";"0.8kg";"12";0
3;60;1;"1.5";"16GB";"256GB";"i3";"1.2kg";"16";0
3;60;2;"2";"16GB";"256GB";"i9";"0.8kg";"12";0
3;60;3;"2";"32GB";"256GB";"i7";"1kg";"16";1
3;60;4;"1.5";"32GB";"256GB";"i9";"1kg";"13";0
3;61;1;"0.7";"8GB";"126GB";"i7";"0.8kg";"16";0
3;61;2;"0.7";"32GB";"126GB";"i9";"1kg";"12";0
3;61;3;"1";"16GB";"126GB";"i3";"1.2kg";"13";1
3;61;4;"1.5";"8GB";"1T";"i3";"1.5kg";"13";0
3;62;1;"1";"32GB";"256GB";"i3";"1kg";"12";0
3;62;2;"2";"4GB";"256GB";"i5";"0.8kg";"16";0
3;62;3;"1";"32GB";"512GB";"i3";"1.5kg";"12";0
3;62;4;"2";"8GB";"126GB";"i7";"1.2kg";"16";1
3;63;1;"1";"8GB";"126GB";"i9";"0.8kg";"16";0
3;63;2;"1";"32GB";"1T";"i5";"1kg";"14";1
3;63;3;"2";"16GB";"1T";"i9";"0.8kg";"14";0
3;63;4;"0.7";"16GB";"1T";"i7";"0.8kg";"13";0
3;64;1;"0.7";"32GB";"256GB";"i7";"1.5kg";"12";0
3;64;2;"1";"32GB";"1T";"i5";"1.2kg";"16";1
3;64;3;"2";"8GB";"126GB";"i7";"1.5kg";"12";0
3;64;4;"1";"32GB";"1T";"i7";"1.5kg";"14";0
3;65;1;"1.5";"32GB";"512GB";"i9";"1kg";"14";0
3;65;2;"1.5";"32GB";"126GB";"i7";"0.8kg";"13";0
3;65;3;"1.5";"16GB";"126GB";"i3";"0.8kg";"12";1
3;65;4;"1";"4GB";"512GB";"i9";"1kg";"14";0
3;66;1;"2";"32GB";"1T";"i5";"1.2kg";"14";1
3;66;2;"1.5";"16GB";"512GB";"i5";"1kg";"13";0
3;66;3;"0.7";"32GB";"512GB";"i5";"1.2kg";"14";0
3;66;4;"1.5";"8GB";"512GB";"i9";"1.5kg";"13";0
3;67;1;"1";"8GB";"1T";"i5";"1.5kg";"14";1
3;67;2;"0.7";"32GB";"512GB";"i9";"0.8kg";"12";0
3;67;3;"2";"4GB";"512GB";"i7";"0.8kg";"12";0
3;67;4;"2";"4GB";"512GB";"i5";"1.2kg";"16";0
3;68;1;"1.5";"4GB";"512GB";"i5";"1.2kg";"13";1
3;68;2;"0.7";"32GB";"256GB";"i3";"0.8kg";"12";0
3;68;3;"1";"8GB";"1T";"i7";"0.8kg";"12";0
3;68;4;"1.5";"16GB";"256GB";"i3";"1.2kg";"13";0
3;69;1;"2";"32GB";"126GB";"i5";"1.5kg";"13";0
3;69;2;"2";"16GB";"256GB";"i5";"0.8kg";"16";0
3;69;3;"0.7";"16GB";"512GB";"i5";"1.5kg";"12";0
3;69;4;"2";"8GB";"1T";"i9";"1.5kg";"16";1
3;70;1;"1";"16GB";"126GB";"i9";"1.5kg";"16";0
3;70;2;"2";"16GB";"126GB";"i7";"1kg";"16";0
3;70;3;"0.7";"8GB";"256GB";"i3";"0.8kg";"12";1
3;70;4;"2";"16GB";"512GB";"i3";"1.5kg";"14";0
3;71;1;"1.5";"32GB";"256GB";"i9";"1.5kg";"13";0
3;71;2;"1.5";"4GB";"1T";"i7";"1kg";"12";0
3;71;3;"2";"4GB";"126GB";"i9";"1.2kg";"16";1
3;71;4;"1.5";"32GB";"512GB";"i3";"0.8kg";"14";0
3;72;1;"2";"4GB";"256GB";"i9";"0.8kg";"14";0
3;72;2;"2";"8GB";"126GB";"i5";"1.2kg";"14";1
3;72;3;"0.7";"32GB";"256GB";"i3";"0.8kg";"13";0
3;72;4;"0.7";"32GB";"256GB";"i3";"1.5kg";"14";0
3;73;1;"2";"4GB";"126GB";"i7";"1kg";"12";0
3;73;2;"0.7";"16GB";"1T";"i9";"1.5kg";"16";0
3;73;3;"2";"32GB";"512GB";"i9";"1kg";"14";0
3;73;4;"0.7";"4GB";"1T";"i9";"1kg";"16";1
3;74;1;"2";"8GB";"512GB";"i7";"1kg";"16";0
3;74;2;"1.5";"32GB";"256GB";"i5";"1kg";"13";0
3;74;3;"2";"4GB";"512GB";"i3";"0.8kg";"12";0
3;74;4;"2";"16GB";"1T";"i9";"1.2kg";"16";1
3;75;1;"1.5";"16GB";"512GB";"i7";"0.8kg";"16";0
3;75;2;"0.7";"4GB";"1T";"i7";"1.2kg";"14";1
3;75;3;"2";"16GB";"126GB";"i9";"0.8kg";"16";0
3;75;4;"0.7";"4GB";"256GB";"i7";"1.2kg";"12";0
4;76;1;"1.5";"8GB";"256GB";"i7";"1.5kg";"13";1
4;76;2;"2";"32GB";"256GB";"i7";"1.2kg";"13";0
4;76;3;"2";"32GB";"256GB";"i7";"1kg";"13";0
4;76;4;"1.5";"4GB";"256GB";"i5";"1.5kg";"12";0
4;77;1;"1.5";"16GB";"512GB";"i5";"0.8kg";"16";0
4;77;2;"0.7";"8GB";"256GB";"i9";"1.5kg";"16";0
4;77;3;"0.7";"4GB";"126GB";"i3";"1.2kg";"16";1
4;77;4;"0.7";"8GB";"256GB";"i5";"1.2kg";"12";0
4;78;1;"2";"32GB";"256GB";"i9";"1.2kg";"14";0
4;78;2;"0.7";"16GB";"512GB";"i7";"0.8kg";"16";1
4;78;3;"2";"16GB";"256GB";"i5";"1.5kg";"12";0
4;78;4;"2";"16GB";"256GB";"i7";"0.8kg";"13";0
4;79;1;"2";"4GB";"256GB";"i5";"0.8kg";"16";1
4;79;2;"0.7";"8GB";"512GB";"i9";"1.5kg";"13";0
4;79;3;"0.7";"4GB";"512GB";"i7";"0.8kg";"13";0
4;79;4;"2";"4GB";"1T";"i5";"0.8kg";"12";0
4;80;1;"2";"32GB";"256GB";"i5";"1.2kg";"13";0
4;80;2;"0.7";"4GB";"512GB";"i7";"1.5kg";"12";0
4;80;3;"1.5";"16GB";"512GB";"i5";"1.2kg";"16";1
4;80;4;"0.7";"8GB";"126GB";"i5";"0.8kg";"14";0
4;81;1;"1.5";"8GB";"1T";"i9";"1.2kg";"14";1
4;81;2;"1";"32GB";"256GB";"i9";"1.2kg";"12";0
4;81;3;"1.5";"16GB";"512GB";"i5";"1.5kg";"14";0
4;81;4;"1";"16GB";"126GB";"i5";"0.8kg";"12";0
4;82;1;"2";"8GB";"512GB";"i7";"0.8kg";"16";0
4;82;2;"2";"8GB";"126GB";"i9";"1.5kg";"16";1
4;82;3;"1.5";"4GB";"126GB";"i7";"1.5kg";"14";0
4;82;4;"1";"32GB";"256GB";"i9";"0.8kg";"12";0
4;83;1;"0.7";"4GB";"126GB";"i7";"0.8kg";"14";0
4;83;2;"1";"4GB";"1T";"i3";"1kg";"13";1
4;83;3;"1.5";"4GB";"1T";"i5";"1.2kg";"12";0
4;83;4;"1.5";"8GB";"256GB";"i3";"1kg";"12";0
4;84;1;"1";"4GB";"1T";"i9";"0.8kg";"13";0
4;84;2;"1";"32GB";"1T";"i7";"0.8kg";"12";0
4;84;3;"2";"8GB";"512GB";"i3";"1kg";"13";1
4;84;4;"2";"32GB";"256GB";"i5";"0.8kg";"14";0
4;85;1;"1.5";"16GB";"512GB";"i3";"0.8kg";"16";1
4;85;2;"0.7";"16GB";"512GB";"i3";"0.8kg";"16";0
4;85;3;"1";"32GB";"256GB";"i5";"1.5kg";"14";0
4;85;4;"2";"4GB";"256GB";"i5";"1.2kg";"14";0
4;86;1;"2";"16GB";"512GB";"i5";"1kg";"13";0
4;86;2;"0.7";"8GB";"512GB";"i7";"1.2kg";"14";0
4;86;3;"1.5";"4GB";"512GB";"i3";"1.2kg";"13";0
4;86;4;"0.7";"32GB";"1T";"i7";"1kg";"16";1
4;87;1;"1";"16GB";"126GB";"i3";"1kg";"13";0
4;87;2;"0.7";"16GB";"1T";"i5";"1kg";"13";1
4;87;3;"1.5";"32GB";"126GB";"i3";"1kg";"14";0
4;87;4;"1";"16GB";"512GB";"i5";"1kg";"12";0
4;88;1;"1.5";"32GB";"126GB";"i3";"1kg";"13";0
4;88;2;"1.5";"16GB";"126GB";"i5";"1kg";"16";1
4;88;3;"2";"32GB";"256GB";"i9";"1kg";"12";0
4;88;4;"1";"4GB";"126GB";"i3";"1.2kg";"14";0
4;89;1;"0.7";"16GB";"512GB";"i9";"1kg";"12";0
4;89;2;"0.7";"16GB";"512GB";"i9";"1.2kg";"13";0
4;89;3;"2";"32GB";"256GB";"i5";"1.2kg";"16";1
4;89;4;"1";"4GB";"512GB";"i9";"1.5kg";"13";0
4;90;1;"1.5";"16GB";"126GB";"i3";"1.5kg";"14";0
4;90;2;"1.5";"4GB";"256GB";"i5";"0.8kg";"12";0
4;90;3;"0.7";"4GB";"1T";"i7";"0.8kg";"16";1
4;90;4;"1.5";"32GB";"126GB";"i3";"1.2kg";"13";0
4;91;1;"1";"8GB";"1T";"i5";"1.5kg";"16";0
4;91;2;"1";"32GB";"126GB";"i3";"1kg";"12";0
4;91;3;"2";"8GB";"256GB";"i9";"1.5kg";"12";0
4;91;4;"1.5";"16GB";"126GB";"i9";"0.8kg";"16";1
4;92;1;"2";"4GB";"1T";"i9";"1.5kg";"12";0
4;92;2;"0.7";"16GB";"126GB";"i9";"1.2kg";"16";0
4;92;3;"0.7";"4GB";"1T";"i5";"1kg";"16";1
4;92;4;"0.7";"8GB";"256GB";"i7";"1kg";"14";0
4;93;1;"2";"4GB";"512GB";"i9";"0.8kg";"12";0
4;93;2;"2";"16GB";"256GB";"i3";"0.8kg";"14";0
4;93;3;"2";"32GB";"256GB";"i7";"1.2kg";"12";0
4;93;4;"1";"4GB";"256GB";"i7";"1.2kg";"13";1
4;94;1;"2";"4GB";"1T";"i9";"0.8kg";"12";0
4;94;2;"1.5";"4GB";"512GB";"i9";"1.5kg";"14";0
4;94;3;"1.5";"32GB";"1T";"i5";"1.5kg";"16";0
4;94;4;"0.7";"8GB";"256GB";"i7";"1kg";"16";1
4;95;1;"2";"32GB";"126GB";"i5";"0.8kg";"14";0
4;95;2;"1";"16GB";"1T";"i3";"0.8kg";"12";0
4;95;3;"1.5";"16GB";"256GB";"i7";"1.5kg";"16";1
4;95;4;"0.7";"16GB";"512GB";"i9";"0.8kg";"12";0
4;96;1;"2";"4GB";"256GB";"i3";"0.8kg";"13";0
4;96;2;"0.7";"16GB";"512GB";"i9";"1.2kg";"16";0
4;96;3;"1";"32GB";"126GB";"i5";"1kg";"13";0
4;96;4;"1.5";"8GB";"512GB";"i3";"1.2kg";"13";1
4;97;1;"2";"16GB";"126GB";"i5";"1.2kg";"13";0
4;97;2;"2";"4GB";"126GB";"i9";"1.2kg";"12";0
4;97;3;"2";"8GB";"512GB";"i5";"1.2kg";"16";1
4;97;4;"0.7";"32GB";"1T";"i3";"0.8kg";"12";0
4;98;1;"2";"16GB";"126GB";"i9";"1.2kg";"13";0
4;98;2;"0.7";"8GB";"256GB";"i9";"1kg";"12";0
4;98;3;"1.5";"8GB";"512GB";"i5";"0.8kg";"14";0
4;98;4;"2";"16GB";"126GB";"i5";"1kg";"13";1
4;99;1;"2";"16GB";"512GB";"i9";"1kg";"14";1
4;99;2;"1";"16GB";"256GB";"i5";"0.8kg";"13";0
